name,sku,description,image_url
Sollevatore a vuoto XR 18V Grabo - solo corpo macchina,dce590n-xj,"Sollevatore a vuoto XR 18V Grabo - solo corpo macchina

Sollevate, trasportate e installate materiali da costruzione con il sollevatore ad aspirazione DEWALT 18V XR GRABO. Con una capacità di sollevamento fino a 120 kg, questo sollevatore utilizza una potente pompa a vuoto elettrica per sollevare un'ampia gamma di materiali da costruzione pesanti, tra cui vetro, piastrelle e metallo, nonché materiali semi-porosi come legno, cartongesso, cemento e pietre naturali. Questo prodotto è dotato di un sensore di pressione incorporato che controlla automaticamente la pompa e contribuisce a mantenere la presa del vuoto. Dotato di display digitale con manometro, allarme sonoro e pulsante a doppia azione, il sollevatore ad aspirazione DEWALT 18V XR GRABO aiuta a massimizzare il controllo dell'utente durante le applicazioni di sollevamento, trasporto o installazione. Alimentato da una batteria XR da 18 V, questo utensile offre un'ampia autonomia per lunghe giornate di lavoro (batteria e caricabatterie sono venduti separatamente).",/images/dewalt_products_elettroutensili/SollevatoreavuotoXR18VGrabo-solocorpomacchina.webp
"Chiodatrice per chiodi con testa a D, 18V. Motore BRUSHLESS 2 velocità.",dcn930n-xj,"Chiodatrice per chiodi con testa a D, 18V. Motore BRUSHLESS 2 velocità.

",/images/dewalt_products_elettroutensili/ChiodatriceperchiodicontestaaD18VMotoreBRUSHLESS2velocità.webp
Elettrofresatrice ad affondamento XR 18V Motore BRUSHLESS - 2 x XR 18V Powerstack 5Ah,dcw620h2-qw,"Elettrofresatrice ad affondamento XR 18V Motore BRUSHLESS - 2 x XR 18V Powerstack 5Ah

La nostra prima fresa a tuffo da 1/2"" a batteria offre ancora più applicazioni ai falegnami professionisti che utilizzano il sistema XR da 18V. Il potente motore DEWALT Brushless e la tecnologia Pack ID consentono a questo utensile di erogare maggiore potenza se abbinato a una batteria XR POWERSTACK o XR FLEXVOLT da 18V. La profondità di immersione di 70 mm consente di completare un maggior numero di applicazioni, mentre l'interruttore ergonomico, la leva di blocco dell'immersione e la velocità variabile garantiscono precisione e versatilità in cantiere. L'aspirazione integrata della polvere, la compatibilità con AirLock e il controllo wireless integrato dell'utensile garantiscono un'incredibile gestione della polvere",/images/dewalt_products_elettroutensili/ElettrofresatriceadaffondamentoXR18VMotoreBRUSHLESS-2xXR18VPowerstack5Ah.webp
Caricatore lungo 80 chiodi per Chiodatrice per chiodi con testa a D DCN930,dzn930-xj,"Caricatore lungo 80 chiodi per Chiodatrice per chiodi con testa a D DCN930

",/images/dewalt_products_elettroutensili/Caricatorelungo80chiodiperChiodatriceperchiodicontestaaDDCN930.webp
"Chiodatrice per chiodi con testa a D, 18V. Motore BRUSHLESS 2 velocità. Caricatore in linea con angolo 30-34° - 2 x XR 18V 5Ah",dcn930p2-qw,"Chiodatrice per chiodi con testa a D, 18V. Motore BRUSHLESS 2 velocità. Caricatore in linea con angolo 30-34° - 2 x XR 18V 5Ah

",/images/dewalt_products_elettroutensili/ChiodatriceperchiodicontestaaD18VMotoreBRUSHLESS2velocitàCaricatoreinlineaconangolo30-34-2xXR18V5Ah.webp
Trapano Avvitatore 3 Velocità con percussione XR 18V con motore BRUSHLESS - solo corpo macchina,dcd1007nt-xj,"Trapano Avvitatore 3 Velocità con percussione XR 18V con motore BRUSHLESS - solo corpo macchina

Affrontate un'ampia gamma di applicazioni impegnative con il trapano a percussione da 20V MAX* XR® Brushless da 1/2 pollice a 3 velocità. Il nostro trapano a percussione da 20V MAX* più potente** è dotato del sistema ANTI-ROTAZIONE che arresta l'utensile in caso di movimento rotatorio eccessivo e garantisce fino a 275 fori per carica†. Dotato di una trasmissione interamente in metallo per resistere alle applicazioni più gravose, questo trapano a percussione a 3 velocità include un LED regolabile a 3 posizioni che aiuta a illuminare le aree di lavoro poco illuminate.",/images/dewalt_products_elettroutensili/TrapanoAvvitatore3VelocitàconpercussioneXR18VconmotoreBRUSHLESS-solocorpomacchina.webp
Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”,dcf870e2t-qw,"Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”

",/images/dewalt_products_elettroutensili/AvvitatoreadimpulsicompattoIDRAULICO3Modalità18VXRBRUSHLESSattacco14.webp
Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”,dcf870nt-xj,"Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”

",/images/dewalt_products_elettroutensili/AvvitatoreadimpulsicompattoIDRAULICO3Modalità18VXRBRUSHLESSattacco14.webp
"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 3/4” HOG RING. Coppia di serraggio 1728Nm, Coppia di picco 2576Nm - Solo corpo macchina",dcf964nt-xj,"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 3/4” HOG RING. Coppia di serraggio 1728Nm, Coppia di picco 2576Nm - Solo corpo macchina

Il nostro più potente avvitatore a impulsi 18V XR offre fino a 1925NM di coppia di fissaggio e 2576Nm di coppia di distacco in un corpo compatto da 223 mm, perfetto per un'ampia gamma di applicazioni nei settori edile, industriale e automobilistico. Altre caratteristiche sono l'interruttore a 4 modalità per un maggiore controllo, tra cui la chiave di precisione per un migliore controllo dell'applicazione e il LED bianco brillante con controllo della luminosità.",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsialtapotenza4modalità18VXRBRUSHLESSattacco34HOGRINGCoppiadiserraggio1728NmCoppiadipicco2576Nm-Solocorpomacchina.webp
Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”,dcf870nt-xj,"Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”

",/images/dewalt_products_elettroutensili/AvvitatoreadimpulsicompattoIDRAULICO3Modalità18VXRBRUSHLESSattacco14.webp
Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”,dcf870nt-xj,"Avvitatore ad impulsi compatto IDRAULICO 3 Modalità 18V XR BRUSHLESS attacco 1/4”

",/images/dewalt_products_elettroutensili/AvvitatoreadimpulsicompattoIDRAULICO3Modalità18VXRBRUSHLESSattacco14.webp
Trapano Avvitatore 3 Velocità con percussione XR 18V con motore BRUSHLESS - 2 x XR 18V Powerstack 5Ah,dcd1007h2t-qw,"Trapano Avvitatore 3 Velocità con percussione XR 18V con motore BRUSHLESS - 2 x XR 18V Powerstack 5Ah

Affrontate un'ampia gamma di applicazioni impegnative con il trapano a percussione da 20V MAX* XR® Brushless da 1/2 pollice a 3 velocità. Il nostro trapano a percussione da 20V MAX* più potente** è dotato del sistema ANTI-ROTAZIONE che arresta l'utensile in caso di movimento rotatorio eccessivo e garantisce fino a 275 fori per carica†. Dotato di una trasmissione interamente in metallo per resistere alle applicazioni più gravose, questo trapano a percussione a 3 velocità include un LED regolabile a 3 posizioni che aiuta a illuminare le aree di lavoro poco illuminate.",/images/dewalt_products_elettroutensili/TrapanoAvvitatore3VelocitàconpercussioneXR18VconmotoreBRUSHLESS-2xXR18VPowerstack5Ah.webp
Trapano avvitatore con percussione 100 ANNI 18V XR,dcd100yd2t-qw,"Trapano avvitatore con percussione 100 ANNI 18V XR

Il DCD100Y è stato progettato per celebrare i 100 anni di DEWALT e la nostra incessante ricerca del cantiere senza fili.  Questo trapano brushless è il nostro trapano avvitatore a percussione 18V XR più compatto che eroga fino a 68Nm di coppia in un corpo compatto di 164 mm, progettato per offrire le prestazioni necessarie nei cantieri più difficili. Le 2 velocità e le 15 impostazioni di coppia offrono il massimo controllo sulle applicazioni di foratura e fissaggio. Un LED luminoso posizionato sul piede offre una maggiore visibilità negli spazi bui e ristretti.",/images/dewalt_products_elettroutensili/Trapanoavvitatoreconpercussione100ANNI18VXR.webp
Trapano avvitatore con percussione 100 ANNI 18V XR,dcd100yp2t-qw,"Trapano avvitatore con percussione 100 ANNI 18V XR

Il DCD100Y è stato progettato per celebrare i 100 anni di DEWALT e la nostra incessante ricerca del cantiere senza fili.  Questo trapano brushless è il nostro trapano avvitatore a percussione 18V XR più compatto che eroga fino a 68Nm di coppia in un corpo compatto di 164 mm, progettato per offrire le prestazioni necessarie nei cantieri più difficili. Le 2 velocità e le 15 impostazioni di coppia offrono il massimo controllo sulle applicazioni di foratura e fissaggio. Un LED luminoso posizionato sul piede offre una maggiore visibilità negli spazi bui e ristretti.",/images/dewalt_products_elettroutensili/Trapanoavvitatoreconpercussione100ANNI18VXR.webp
Trapano avvitatore con percussione 100 ANNI 18V XR,dcd100ym2t-qw,"Trapano avvitatore con percussione 100 ANNI 18V XR

Il DCD100Y è stato progettato per celebrare i 100 anni di DEWALT e la nostra incessante ricerca del cantiere senza fili.  Questo trapano brushless è il nostro trapano avvitatore a percussione 18V XR più compatto che eroga fino a 68Nm di coppia in un corpo compatto di 164 mm, progettato per offrire le prestazioni necessarie nei cantieri più difficili. Le 2 velocità e le 15 impostazioni di coppia offrono il massimo controllo sulle applicazioni di foratura e fissaggio. Un LED luminoso posizionato sul piede offre una maggiore visibilità negli spazi bui e ristretti.",/images/dewalt_products_elettroutensili/Trapanoavvitatoreconpercussione100ANNI18VXR.webp
"Sega a nastro per metalli compatta 18V Motore BRUSHLESS. 5 selezioni di velocità, con scatola di cartone senza batterie e caricabatterie.",dcs378n-xj,"Sega a nastro per metalli compatta 18V Motore BRUSHLESS. 5 selezioni di velocità, con scatola di cartone senza batterie e caricabatterie.

Il DCS378 è ideale per elettricisti e idraulici che tagliano in loco unistrut, condotti, barre filettate e molto altro. La capacità di taglio di 86 mm, il selettore e il grilletto della velocità variabile consentono versatilità e controllo nelle applicazioni. Il cambio della lama senza attrezzi e la regolazione del tracciamento garantiscono interruzioni minime della produttività. Si unisce a oltre 250 prodotti nel sistema XR da 18 V.",/images/dewalt_products_elettroutensili/Segaanastropermetallicompatta18VMotoreBRUSHLESS5selezionidivelocitàconscatoladicartonesenzabatterieecaricabatterie.webp
AVVITATORE AD IMPULSI 12V XR BRUSHLESS ATTACCO 3/8”,dcf903p1-qw,"AVVITATORE AD IMPULSI 12V XR BRUSHLESS ATTACCO 3/8”

Ideale per un'ampia gamma di applicazioni, l'avvitatore a impulsi a batteria 12V XR senza spazzole da 3/8"" offre una coppia massima di serraggio di 340 Nm e una coppia massima di distacco di 542 Nm per affrontare gli elementi di fissaggio bloccati e ostinati. Il design compatto consente di accedere alle aree più strette, mentre l'anello a LED illumina l'area di lavoro. Con un alloggiamento in nylon riempito di vetro che resiste a sostanze chimiche e solventi aggressivi, questo utensile garantisce prestazioni di qualità giorno dopo giorno.",/images/dewalt_products_elettroutensili/AVVITATOREADIMPULSI12VXRBRUSHLESSATTACCO38.webp
Cucitrice a batteria 18V XR,dcn701d2-qw,"Cucitrice a batteria 18V XR

Il DCN701 18V XR consente agli elettricisti di fissare i cavi in cantiere in modo più rapido e costante. L'utensile regola automaticamente la profondità di guida in base allo spessore del cavo e i punti metallici si adattano perfettamente senza stringere. Le dimensioni compatte di 200 mm consentono di lavorare tra i travetti e la luce LED integrata illumina l'area di lavoro quando non è disponibile l'alimentazione.",/images/dewalt_products_elettroutensili/Cucitriceabatteria18VXR.webp
"Set accessori multifunzione composto da 5 pezzi: 2 X DT20701-QZ, 1 X DT20704-QZ, 1 X DT20714-QZ, 1 X DT20711",dt20761-qz,"Set accessori multifunzione composto da 5 pezzi: 2 X DT20701-QZ, 1 X DT20704-QZ, 1 X DT20714-QZ, 1 X DT20711

",/images/dewalt_products_elettroutensili/Setaccessorimultifunzionecompostoda5pezzi2XDT20701-QZ1XDT20704-QZ1XDT20714-QZ1XDT20711.webp
"Cricchetto attacco quadro Maschio 1/4"" + 3/8"" e Femmina esagonale 1/4"", motore brushless, testa sigillata, attacco maschio quadro intercambiabile 1/4"" + 3/8"" e Femmina esaginale 1/4"", Coppia max 75 Nm - solo corpo macchina",dcf500n-xj,"Cricchetto attacco quadro Maschio 1/4"" + 3/8"" e Femmina esagonale 1/4"", motore brushless, testa sigillata, attacco maschio quadro intercambiabile 1/4"" + 3/8"" e Femmina esaginale 1/4"", Coppia max 75 Nm - solo corpo macchina

Fissate o rimuovete piccoli dadi, bulloni e altri elementi di fissaggio in aree ristrette con il cricchetto a testa sigillata 12V XR 3/8"" e 1/4"". Il motore brushless eroga fino a 75 Nm di coppia massima con una velocità a vuoto di 0-450 giri/min. Massima versatilità grazie alla possibilità di passare rapidamente da un attacco quadro da 1/4"" a un attacco quadro da 3/8"" e a un'incudine esagonale a cambio rapido da 1/4"", nonché di passare dalla marcia avanti alla marcia indietro per lavorare in modo efficiente in aree ristrette. Il design della testa sigillata e l'alloggiamento dell'utensile in nylon riempito di vetro offrono protezione contro gli oli e i solventi per autoveicoli che si trovano sul lavoro. La luce LED integrata illumina l'area di lavoro e impedisce l'attivazione accidentale dell'utensile grazie al blocco del grilletto.",/images/dewalt_products_elettroutensili/CricchettoattaccoquadroMaschio1438eFemminaesagonale14motorebrushlesstestasigillataattaccomaschioquadrointercambiabile1438eFemminaesaginale14Coppiamax75Nm-solocorpomacchina.webp
"Set di naselli di ricambio per rivettatrice 4.8mm DCF403 (2.4, 3.2, 4.0, 4.8mm)",dcfa4032-qz,"Set di naselli di ricambio per rivettatrice 4.8mm DCF403 (2.4, 3.2, 4.0, 4.8mm)

",/images/dewalt_products_elettroutensili/Setdinasellidiricambioperrivettatrice48mmDCF40324324048mm.webp
"Adattatore compatibile con aspiratori della serie DWV905, permette di agganciare moduli TSTAK e Tough System.",dwv9510-xj,"Adattatore compatibile con aspiratori della serie DWV905, permette di agganciare moduli TSTAK e Tough System.

",/images/dewalt_products_elettroutensili/AdattatorecompatibileconaspiratoridellaserieDWV905permettediagganciaremoduliTSTAKeToughSystem.webp
aspiratore solidi/liquidi lt.38 1400W Classe M,dwv905m-qs,"aspiratore solidi/liquidi lt.38 1400W Classe M

",/images/dewalt_products_elettroutensili/aspiratoresolidiliquidilt381400WClasseM.webp
"Compressore 10 Litri senza olio 18V motore BRUSHLESS, motore brushless senza olio - solo corpo macchina",dcc1018n-xj,"Compressore 10 Litri senza olio 18V motore BRUSHLESS, motore brushless senza olio - solo corpo macchina

",/images/dewalt_products_elettroutensili/Compressore10Litrisenzaolio18VmotoreBRUSHLESSmotorebrushlesssenzaolio-solocorpomacchina.webp
"Aspiratore solidi/liquidi 1400W con omologazione per aspirazione polveri classe H, rimozione del 99.995% delle polveri dannose per la salute, con valori limite di esposizione professionale < 0,1 mg/m³, NON IDONEO ALL'ASPIRAZIONE DI AMIANTO",dwv905h-qs,"Aspiratore solidi/liquidi 1400W con omologazione per aspirazione polveri classe H, rimozione del 99.995% delle polveri dannose per la salute, con valori limite di esposizione professionale < 0,1 mg/m³, NON IDONEO ALL'ASPIRAZIONE DI AMIANTO

",/images/dewalt_products_elettroutensili/Aspiratoresolidiliquidi1400WconomologazioneperaspirazionepolvericlasseHrimozionedel99995dellepolveridannoseperlasaluteconvalorilimitediesposizioneprofessionale01mgm³NONIDONEOALLASPIRAZIONEDIAMIANTO.webp
"Cricchetto attacco quadro Maschio 1/4"" + 3/8"" e Femmina esagonale 1/4"", motore brushless, testa sigillata, attacco maschio quadro intercambiabile 1/4"" + 3/8"" e Femmina esaginale 1/4"", Coppia max 75 Nm - 2 XR 12V 3Ah Serie ""G""",dcf500l2g-qw,"Cricchetto attacco quadro Maschio 1/4"" + 3/8"" e Femmina esagonale 1/4"", motore brushless, testa sigillata, attacco maschio quadro intercambiabile 1/4"" + 3/8"" e Femmina esaginale 1/4"", Coppia max 75 Nm - 2 XR 12V 3Ah Serie ""G""

Fissate o rimuovete piccoli dadi, bulloni e altri elementi di fissaggio in aree ristrette con il cricchetto a testa sigillata 12V XR 3/8"" e 1/4"". Il motore brushless eroga fino a 75 Nm di coppia massima con una velocità a vuoto di 0-450 giri/min. Massima versatilità grazie alla possibilità di passare rapidamente da un attacco quadro da 1/4 a un attacco quadro da 3/8"" e a incudini esagonali a cambio rapido da 1/4"", nonché di passare dalla marcia avanti alla retromarcia per lavorare in modo efficiente in aree ristrette. Il design della testa sigillata e l'alloggiamento dell'utensile in nylon riempito di vetro offrono protezione contro gli oli e i solventi per autoveicoli che si trovano sul lavoro. La luce LED integrata illumina l'area di lavoro e impedisce l'attivazione accidentale dell'utensile grazie al blocco del grilletto. Le batterie G-Class sono progettate per gli utenti del settore automobilistico con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.""",/images/dewalt_products_elettroutensili/CricchettoattaccoquadroMaschio1438eFemminaesagonale14motorebrushlesstestasigillataattaccomaschioquadrointercambiabile1438eFemminaesaginale14Coppiamax75Nm-2XR12V3AhSerieG.webp
