name,Marca,Descrizione,image_url
Kit doccia completo con miscelatore incasso 2 vie modello retrò colore bronzo Gattoni Oxford 3190/PDVB,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 2 vie
Deviatore incluso
Dimensione placca: Ø 170 mm
Corpo incasso con box
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Dimensioni supporto doccia: Ø 62 mm
Supporto orientabile
Dimensioni doccetta: 244 mm x Ø 75 mm
Connessioni standard 1/2""G
Materiale: ottone
Colore: bronzo",/images/gattoni_prodotti/Kitdocciacompletoconmiscelatoreincasso2viemodelloretròcolorebronzoGattoniOxford3190PDVB.webp
Kit doccia completo con miscelatore incasso 2 vie modello retrò colore nichel spazzolato Gattoni Oxford 3190/PDNS,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 2 vie
Deviatore incluso
Dimensione placca: Ø 170 mm
Corpo incasso con box
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Dimensioni supporto doccia: Ø 62 mm
Supporto orientabile
Dimensioni doccetta: 244 mm x Ø 75 mm
Connessioni standard 1/2""G
Materiale: ottone
Colore: nichel spazzolato",/images/gattoni_prodotti/Kitdocciacompletoconmiscelatoreincasso2viemodelloretròcolorenichelspazzolatoGattoniOxford3190PDNS.webp
Kit doccia completo con miscelatore incasso 2 vie modello retrò colore oro Gattoni Oxford 3190/PDD0,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 2 vie
Deviatore incluso
Dimensione placca: Ø 170 mm
Corpo incasso con box
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Dimensioni supporto doccia: Ø 62 mm
Supporto orientabile
Dimensioni doccetta: 244 mm x Ø 75 mm
Connessioni standard 1/2""G
Materiale: ottone
Colore: oro",/images/gattoni_prodotti/Kitdocciacompletoconmiscelatoreincasso2viemodelloretròcoloreoroGattoniOxford3190PDD0.webp
Kit doccia completo con miscelatore incasso 2 vie modello retrò colore rame Gattoni Oxford 3190/PDVC,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 2 vie
Deviatore incluso
Dimensione placca: Ø 170 mm
Corpo incasso con box
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Dimensioni supporto doccia: Ø 62 mm
Supporto orientabile
Dimensioni doccetta: 244 mm x Ø 75 mm
Connessioni standard 1/2""G
Materiale: ottone
Colore: rame",/images/gattoni_prodotti/Kitdocciacompletoconmiscelatoreincasso2viemodelloretròcolorerameGattoniOxford3190PDVC.webp
Kit doccia completo con miscelatore incasso modello retrò colore bronzo Gattoni Oxford 3192/PDVB,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 1 via
Dimensione placca: Ø 110 mm
Corpo incasso incluso
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Materiale: ottone
Colore: bronzo",/images/gattoni_prodotti/KitdocciacompletoconmiscelatoreincassomodelloretròcolorebronzoGattoniOxford3192PDVB.webp
Kit doccia completo con miscelatore incasso modello retrò colore nichel spazzolato Gattoni Oxford 3192/PDNS,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 1 via
Dimensione placca: Ø 110 mm
Corpo incasso incluso
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Materiale: ottone
Colore: nichel spazzolato",/images/gattoni_prodotti/KitdocciacompletoconmiscelatoreincassomodelloretròcolorenichelspazzolatoGattoniOxford3192PDNS.webp
Kit doccia completo con miscelatore incasso modello retrò colore oro Gattoni Oxford 3192/PDD0,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 1 via
Dimensione placca: Ø 110 mm
Corpo incasso incluso
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Materiale: ottone
Colore: oro",/images/gattoni_prodotti/KitdocciacompletoconmiscelatoreincassomodelloretròcoloreoroGattoniOxford3192PDD0.webp
Kit doccia completo con miscelatore incasso modello retrò colore rame Gattoni Oxford 3192/PDVC,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Oxford
Miscelatore 1 via
Dimensione placca: Ø 110 mm
Corpo incasso incluso
Dimensioni soffione: Ø 200 mm
Lunghezza braccio doccia: 385 mm
Dimensioni placca copriforo braccio doccia: Ø 60 mm
Materiale: ottone
Colore: rame",/images/gattoni_prodotti/KitdocciacompletoconmiscelatoreincassomodelloretròcolorerameGattoniOxford3192PDVC.webp
Kit doccia completo di deviatore e rubinetti caldo e freddo Gattoni Taolos 1509515NO,Gattoni,"Marca: Gattoni Rubinetteria
Serie: TAOLOS
Rubinetti incasso acqua calda e Fredda
Corpo incasso incluso
Deviatore a incasso due vie
Set doccia a mano
Braccio doccia 38 cm
Soffione doccia Ø 25 cm
Materiale: ottone
Colore: Nero opaco",/images/gattoni_prodotti/KitdocciacompletodideviatoreerubinetticaldoefreddoGattoniTaolos1509515NO.webp
Kit doccia completo di miscelatore meccanico Gattoni Circle Two 9190.C0,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Circle Two
Miscelatore doccia meccanico
Corpo da incasso incluso fissaggio cartongesso
Flessibile in PVC 150 cm incluso
Doccia a mano in ABS cromo
Presa acqua in ottone
Braccio doccia 350 mm
Soffione Ø250 mm in ottone
Placca miscelatore in ottone
Materiale: ottone
Colore: cromo",/images/gattoni_prodotti/KitdocciacompletodimiscelatoremeccanicoGattoniCircleTwo9190C0.webp
